"ID1","ID2","SRI","status","VI"
"id43","id53",0.3085,"preference",0.535280830935674
"id2","id54",0.1175,"preference",0.393132097198096
"id2","id54",0.1175,"preference",0.393132097198096
"id7","id54",0.402,"preference",0.812837124024882
"id7","id54",0.402,"preference",0.812837124024882
"id17","id54",0.3105,"preference",0.638787685090403
"id17","id54",0.3105,"preference",0.638787685090403
"id41","id55",0.4035,"preference",0.560612742970229
"id41","id55",0.4035,"preference",0.560612742970229
"id50","id55",0.4045,"preference",0.548887449012556
"id50","id55",0.4045,"preference",0.548887449012556
"id4","id56",0.1095,"preference",0.254875727699092
"id4","id56",0.1095,"preference",0.254875727699092
"id5","id58",0.104,"preference",0.291265450186502
"id5","id58",0.104,"preference",0.291265450186502
"id10","id58",0.073,"preference",0.141080349147266
"id10","id58",0.073,"preference",0.141080349147266
"id28","id58",0.064,"preference",0.187064889269691
"id28","id58",0.064,"preference",0.187064889269691
"id9","id59",0.293,"preference",0.361286786636494
"id9","id59",0.293,"preference",0.361286786636494
"id16","id60",0.236,"preference",0.579328563288404
"id16","id60",0.236,"preference",0.579328563288404
"id13","id62",0.4865,"preference",0.635654792440786
"id13","id62",0.4865,"preference",0.635654792440786
"id22","id62",0.604,"preference",0.903080312163718
"id22","id62",0.604,"preference",0.903080312163718
"id32","id62",0.474,"preference",0.614067386619672
"id32","id62",0.474,"preference",0.614067386619672
"id46","id63",0.2125,"preference",0.63347428235891
"id46","id63",0.2125,"preference",0.63347428235891
"id15","id64",0.3615,"preference",0.612027579256752
"id15","id64",0.3615,"preference",0.612027579256752
"id16","id64",0.4245,"preference",0.696224718064951
"id16","id64",0.4245,"preference",0.696224718064951
"id34","id64",0.1675,"preference",0.668133734984873
"id34","id64",0.1675,"preference",0.668133734984873
"id5","id65",0.2625,"preference",0.451802849219921
"id5","id65",0.2625,"preference",0.451802849219921
"id10","id65",0.2565,"preference",0.384193834501621
"id10","id65",0.2565,"preference",0.384193834501621
"id31","id66",0.345,"preference",0.697483158154156
"id31","id66",0.345,"preference",0.697483158154156
"id8","id68",0.277,"preference",0.478986973578436
"id8","id68",0.277,"preference",0.478986973578436
"id28","id69",0.28,"preference",0.62655462045414
"id28","id69",0.28,"preference",0.62655462045414
"id49","id69",0.2415,"preference",0.538444905048377
"id49","id69",0.2415,"preference",0.538444905048377
"id3","id70",0.116,"preference",0.50894352624226
"id3","id70",0.116,"preference",0.50894352624226
"id3","id71",0.072,"preference",0.37305962786554
"id3","id71",0.072,"preference",0.37305962786554
"id70","id71",0.129,"preference",0.372025305546199
"id70","id71",0.129,"preference",0.372025305546199
"id4","id72",0.13,"preference",0.361106906382891
"id4","id72",0.13,"preference",0.361106906382891
"id48","id72",0.1805,"preference",0.256948322727786
"id48","id72",0.1805,"preference",0.256948322727786
"id2","id73",0.1865,"preference",0.521221230162962
"id2","id73",0.1865,"preference",0.521221230162962
"id7","id73",0.3675,"preference",0.706336397260624
"id7","id73",0.3675,"preference",0.706336397260624
"id54","id73",0.258,"preference",0.762122968993062
"id54","id73",0.258,"preference",0.762122968993062
"id69","id74",0.154,"preference",0.261405126548774
"id69","id74",0.154,"preference",0.261405126548774
"id11","id75",0.4835,"preference",0.603292156863244
"id11","id75",0.4835,"preference",0.603292156863244
"id30","id75",0.5225,"preference",0.767352026028914
"id30","id75",0.5225,"preference",0.767352026028914
"id6","id76",0.314,"preference",0.522296134352417
"id6","id76",0.314,"preference",0.522296134352417
"id8","id76",0.398,"preference",0.771007129415985
"id8","id76",0.398,"preference",0.771007129415985
"id68","id76",0.243,"preference",0.42110821291815
"id68","id76",0.243,"preference",0.42110821291815
"id3","id77",0.0735,"preference",0.42930715572507
"id3","id77",0.0735,"preference",0.42930715572507
"id36","id77",0.129,"preference",0.375982833628267
"id36","id77",0.129,"preference",0.375982833628267
"id9","id78",0.042,"preference",0.218788787178026
"id9","id78",0.042,"preference",0.218788787178026
"id26","id79",0.205,"preference",0.318395464965513
"id26","id79",0.205,"preference",0.318395464965513
"id17","id80",0.1015,"preference",0.20434462303713
"id17","id80",0.1015,"preference",0.20434462303713
"id54","id80",0.083,"preference",0.135267849982011
"id54","id80",0.083,"preference",0.135267849982011
"id73","id80",0.054,"preference",0.0906861221688928
"id73","id80",0.054,"preference",0.0906861221688928
"id28","id81",0.1195,"preference",0.167466007801566
"id28","id81",0.1195,"preference",0.167466007801566
"id24","id82",0.267,"preference",0.618995430236806
"id24","id82",0.267,"preference",0.618995430236806
"id35","id82",0.418,"preference",0.891208897940888
"id35","id82",0.418,"preference",0.891208897940888
"id3","id83",0.1295,"preference",0.283104958586396
"id3","id83",0.1295,"preference",0.283104958586396
"id16","id83",0.25,"preference",0.445187115370305
"id16","id83",0.25,"preference",0.445187115370305
"id23","id83",0.2535,"preference",0.496569116732217
"id23","id83",0.2535,"preference",0.496569116732217
"id57","id84",0.5,"preference",0.703998408672435
"id57","id84",0.5,"preference",0.703998408672435
"id84","id67",0.439,"preference",0.539165697449216
"id84","id67",0.439,"preference",0.539165697449216
"id2","id85",0.361,"preference",0.782033522212979
"id2","id85",0.361,"preference",0.782033522212979
"id18","id85",0.395,"preference",0.591527945247045
"id18","id85",0.395,"preference",0.591527945247045
"id51","id85",0.399,"preference",0.540488455584544
"id51","id85",0.399,"preference",0.540488455584544
"id9","id86",0.452,"preference",0.645572542320091
"id9","id86",0.452,"preference",0.645572542320091
"id59","id86",0.2775,"preference",0.370250831303577
"id59","id86",0.2775,"preference",0.370250831303577
"id5","id87",0.154,"preference",0.5125149122504
"id5","id87",0.154,"preference",0.5125149122504
"id10","id87",0.095,"preference",0.362188272008719
"id10","id87",0.095,"preference",0.362188272008719
"id58","id87",0.145,"preference",0.317565324720247
"id58","id87",0.145,"preference",0.317565324720247
"id6","id88",0.374,"preference",0.52330015927537
"id6","id88",0.374,"preference",0.52330015927537
"id8","id88",0.2655,"preference",0.426976194286789
"id8","id88",0.2655,"preference",0.426976194286789
"id76","id88",0.285,"preference",0.549495796535036
"id76","id88",0.285,"preference",0.549495796535036
"id19","id89",0.1165,"preference",0.268398630686386
"id19","id89",0.1165,"preference",0.268398630686386
"id43","id89",0.1775,"preference",0.286674682274014
"id43","id89",0.1775,"preference",0.286674682274014
"id53","id89",0.2635,"preference",0.410980901497454
"id53","id89",0.2635,"preference",0.410980901497454
"id3","id90",0.0565,"preference",0.291891996193116
"id3","id90",0.0565,"preference",0.291891996193116
"id34","id90",0.2075,"preference",0.377902285769288
"id34","id90",0.2075,"preference",0.377902285769288
"id12","id91",0.48,"preference",0.559316984951312
"id12","id91",0.48,"preference",0.559316984951312
"id14","id91",0.529,"preference",0.618737272107842
"id14","id91",0.529,"preference",0.618737272107842
"id60","id92",0.2005,"preference",0.47460150127049
"id60","id92",0.2005,"preference",0.47460150127049
"id33","id93",0.5335,"preference",0.871949290486771
"id33","id93",0.5335,"preference",0.871949290486771
"id41","id93",0.386,"preference",0.474380844393944
"id41","id93",0.386,"preference",0.474380844393944
"id41","id94",0.3835,"preference",0.438570879064318
"id41","id94",0.3835,"preference",0.438570879064318
"id50","id94",0.4245,"preference",0.59638645760747
"id50","id94",0.4245,"preference",0.59638645760747
"id55","id94",0.446,"preference",0.575464893438579
"id55","id94",0.446,"preference",0.575464893438579
"id9","id95",0.4095,"preference",0.595780154515037
"id9","id95",0.4095,"preference",0.595780154515037
"id59","id95",0.268,"preference",0.345606197214482
"id59","id95",0.268,"preference",0.345606197214482
"id86","id95",0.431,"preference",0.849417296467153
"id86","id95",0.431,"preference",0.849417296467153
"id16","id96",0.354,"preference",0.704729423408039
"id16","id96",0.354,"preference",0.704729423408039
"id52","id96",0.144,"preference",0.226748663505092
"id52","id96",0.144,"preference",0.226748663505092
"id27","id97",0.307,"preference",0.341268718018196
"id27","id97",0.307,"preference",0.341268718018196
"id29","id97",0.2495,"preference",0.347234097525843
"id29","id97",0.2495,"preference",0.347234097525843
"id38","id97",0.462,"preference",0.655869329640234
"id38","id97",0.462,"preference",0.655869329640234
"id2","id98",0.131,"preference",0.350123760997103
"id2","id98",0.131,"preference",0.350123760997103
"id7","id98",0.2345,"preference",0.532433625081227
"id7","id98",0.2345,"preference",0.532433625081227
"id73","id98",0.336,"preference",0.603641985647963
"id73","id98",0.336,"preference",0.603641985647963
"id3","id99",0.324,"preference",0.65008244043934
"id3","id99",0.324,"preference",0.65008244043934
"id16","id99",0.427,"preference",0.754333531104
"id16","id99",0.427,"preference",0.754333531104
"id60","id99",0.1685,"preference",0.433680250562646
"id60","id99",0.1685,"preference",0.433680250562646
"id67","id100",0.4275,"preference",0.540651496443071
"id67","id100",0.4275,"preference",0.540651496443071
"id84","id100",0.536,"preference",0.728168827746686
"id84","id100",0.536,"preference",0.728168827746686
"id3","id52",0.124,"preference",0.231147579923574
"id3","id52",0.124,"preference",0.231147579923574
"id3","id96",0.277,"preference",0.470219476656416
"id3","id96",0.277,"preference",0.470219476656416
"id5","id66",0.28,"preference",0.505009603675883
"id5","id66",0.28,"preference",0.505009603675883
"id6","id72",0.188,"preference",0.323138438862523
"id6","id72",0.188,"preference",0.323138438862523
"id8","id72",0.21,"preference",0.608678571686186
"id8","id72",0.21,"preference",0.608678571686186
"id12","id11",0.494,"preference",0.885204711976246
"id12","id11",0.494,"preference",0.885204711976246
"id11","id91",0.463,"preference",0.526819442631509
"id11","id91",0.463,"preference",0.526819442631509
"id12","id30",0.476,"preference",0.577686697397862
"id12","id30",0.476,"preference",0.577686697397862
"id12","id75",0.4755,"preference",0.613512528593038
"id12","id75",0.4755,"preference",0.613512528593038
"id14","id30",0.5415,"preference",0.767366248903121
"id14","id30",0.5415,"preference",0.767366248903121
"id14","id75",0.554,"preference",0.929620120044867
"id14","id75",0.554,"preference",0.929620120044867
"id15","id20",0.1305,"preference",0.570415383673468
"id15","id20",0.1305,"preference",0.570415383673468
"id15","id52",0.1735,"preference",0.267357057482374
"id15","id52",0.1735,"preference",0.267357057482374
"id15","id96",0.259,"preference",0.345430326740551
"id15","id96",0.259,"preference",0.345430326740551
"id16","id47",0.233,"preference",0.326637069508839
"id16","id47",0.233,"preference",0.326637069508839
"id17","id89",0.3245,"preference",0.59412211386921
"id17","id89",0.3245,"preference",0.59412211386921
"id18","id19",0.1275,"preference",0.322234722032716
"id18","id19",0.1275,"preference",0.322234722032716
"id18","id37",0.377,"preference",0.507706781286622
"id18","id37",0.377,"preference",0.507706781286622
"id18","id39",0.2395,"preference",0.446526406103697
"id18","id39",0.2395,"preference",0.446526406103697
"id19","id85",0.11,"preference",0.265373885863318
"id19","id85",0.11,"preference",0.265373885863318
"id20","id47",0.0375,"preference",0.193773740437346
"id20","id47",0.0375,"preference",0.193773740437346
"id20","id52",0.0555,"preference",0.140137985896739
"id20","id52",0.0555,"preference",0.140137985896739
"id20","id65",0.166,"preference",0.322896754463395
"id20","id65",0.166,"preference",0.322896754463395
"id20","id96",0.0615,"preference",0.270130972980776
"id20","id96",0.0615,"preference",0.270130972980776
"id21","id45",0.3205,"preference",0.443300247480419
"id21","id45",0.3205,"preference",0.443300247480419
"id21","id59",0.309,"preference",0.501909385381187
"id21","id59",0.309,"preference",0.501909385381187
"id21","id95",0.359,"preference",0.536620654231265
"id21","id95",0.359,"preference",0.536620654231265
"id23","id52",0.1615,"preference",0.313401074756136
"id23","id52",0.1615,"preference",0.313401074756136
"id23","id64",0.4655,"preference",0.839393245680818
"id23","id64",0.4655,"preference",0.839393245680818
"id23","id96",0.3915,"preference",0.622050238167341
"id23","id96",0.3915,"preference",0.622050238167341
"id23","id99",0.4175,"preference",0.598426217592671
"id23","id99",0.4175,"preference",0.598426217592671
"id25","id90",0.0245,"preference",0.170609820985885
"id25","id90",0.0245,"preference",0.170609820985885
"id26","id60",0.217,"preference",0.604898889155914
"id26","id60",0.217,"preference",0.604898889155914
"id26","id92",0.282,"preference",0.427928597962994
"id26","id92",0.282,"preference",0.427928597962994
"id28","id65",0.0515,"preference",0.307750971926624
"id28","id65",0.0515,"preference",0.307750971926624
"id30","id91",0.506,"preference",0.554557018087728
"id30","id91",0.506,"preference",0.554557018087728
"id31","id52",0.019,"preference",0.144474026491499
"id31","id52",0.019,"preference",0.144474026491499
"id31","id65",0.3705,"preference",0.782964559035956
"id31","id65",0.3705,"preference",0.782964559035956
"id33","id48",0.035,"preference",0.110099278959603
"id33","id48",0.035,"preference",0.110099278959603
"id33","id50",0.3935,"preference",0.568567599448389
"id33","id50",0.3935,"preference",0.568567599448389
"id33","id55",0.4635,"preference",0.637163810188619
"id33","id55",0.4635,"preference",0.637163810188619
"id33","id94",0.4935,"preference",0.710888102884334
"id33","id94",0.4935,"preference",0.710888102884334
"id34","id47",0.1755,"preference",0.486272680916397
"id34","id47",0.1755,"preference",0.486272680916397
"id34","id52",0.1745,"preference",0.352384988305759
"id34","id52",0.1745,"preference",0.352384988305759
"id34","id96",0.135,"preference",0.401436839216741
"id34","id96",0.135,"preference",0.401436839216741
"id35","id49",0.1155,"preference",0.332111576951977
"id35","id49",0.1155,"preference",0.332111576951977
"id35","id56",0.176,"preference",0.336216951158499
"id35","id56",0.176,"preference",0.336216951158499
"id36","id70",0.211,"preference",0.370203090855714
"id36","id70",0.211,"preference",0.370203090855714
"id36","id71",0.2615,"preference",0.411600890556469
"id36","id71",0.2615,"preference",0.411600890556469
"id37","id51",0.494,"preference",0.868400674682758
"id37","id51",0.494,"preference",0.868400674682758
"id37","id85",0.3565,"preference",0.516139295959558
"id37","id85",0.3565,"preference",0.516139295959558
"id39","id42",0.1625,"preference",0.253431586368935
"id39","id42",0.1625,"preference",0.253431586368935
"id39","id44",0.3,"preference",0.626563330981626
"id39","id44",0.3,"preference",0.626563330981626
"id39","id51",0.1965,"preference",0.269375890601636
"id39","id51",0.1965,"preference",0.269375890601636
"id39","id85",0.211,"preference",0.296906972721756
"id39","id85",0.211,"preference",0.296906972721756
"id40","id46",0.226,"preference",0.412335497267286
"id40","id46",0.226,"preference",0.412335497267286
"id40","id60",0.094,"preference",0.226273315208008
"id40","id60",0.094,"preference",0.226273315208008
"id40","id63",0.17,"preference",0.453088543952858
"id40","id63",0.17,"preference",0.453088543952858
"id40","id79",0.1865,"preference",0.267604959843494
"id40","id79",0.1865,"preference",0.267604959843494
"id40","id92",0.27,"preference",0.421924800373954
"id40","id92",0.27,"preference",0.421924800373954
"id44","id61",0.214,"preference",0.489789905932722
"id44","id61",0.214,"preference",0.489789905932722
"id71","id44",0.079,"preference",0.214884264291678
"id71","id44",0.079,"preference",0.214884264291678
"id47","id52",0.395,"preference",0.796890524343193
"id47","id52",0.395,"preference",0.796890524343193
"id47","id64",0.3245,"preference",0.460281741472493
"id47","id64",0.3245,"preference",0.460281741472493
"id47","id83",0.219,"preference",0.468227851179108
"id47","id83",0.219,"preference",0.468227851179108
"id47","id96",0.2655,"preference",0.366821799647977
"id47","id96",0.2655,"preference",0.366821799647977
"id47","id99",0.178,"preference",0.239024888735393
"id47","id99",0.178,"preference",0.239024888735393
"id48","id88",0.126,"preference",0.250792774981652
"id48","id88",0.126,"preference",0.250792774981652
"id49","id74",0.28,"preference",0.429114937254664
"id49","id74",0.28,"preference",0.429114937254664
"id49","id81",0.276,"preference",0.456257175265874
"id49","id81",0.276,"preference",0.456257175265874
"id50","id93",0.4355,"preference",0.580007326489
"id50","id93",0.4355,"preference",0.580007326489
"id52","id64",0.1645,"preference",0.2939956175284
"id52","id64",0.1645,"preference",0.2939956175284
"id52","id77",0.1315,"preference",0.518353069578334
"id52","id77",0.1315,"preference",0.518353069578334
"id52","id83",0.2105,"preference",0.376736348633191
"id52","id83",0.2105,"preference",0.376736348633191
"id55","id93",0.4895,"preference",0.687834861643108
"id55","id93",0.4895,"preference",0.687834861643108
"id56","id82",0.2205,"preference",0.309694154910975
"id56","id82",0.2205,"preference",0.309694154910975
"id57","id67",0.432,"preference",0.52156445327064
"id57","id67",0.432,"preference",0.52156445327064
"id57","id100",0.5825,"preference",0.875508814568954
"id57","id100",0.5825,"preference",0.875508814568954
"id58","id78",0.251,"preference",0.526783317595846
"id58","id78",0.251,"preference",0.526783317595846
"id60","id64",0.103,"preference",0.336614210020115
"id60","id64",0.103,"preference",0.336614210020115
"id60","id83",0.146,"preference",0.390299209896618
"id60","id83",0.146,"preference",0.390299209896618
"id66","id61",0.1405,"preference",0.774288332150762
"id66","id61",0.1405,"preference",0.774288332150762
"id73","id61",0.2335,"preference",0.631512168746374
"id73","id61",0.2335,"preference",0.631512168746374
"id80","id61",0.047,"preference",0.143170197878723
"id80","id61",0.047,"preference",0.143170197878723
"id98","id61",0.2835,"preference",0.573038595244482
"id98","id61",0.2835,"preference",0.573038595244482
"id64","id83",0.212,"preference",0.441638673882264
"id64","id83",0.212,"preference",0.441638673882264
"id64","id96",0.358,"preference",0.617612411467138
"id64","id96",0.358,"preference",0.617612411467138
"id64","id99",0.423,"preference",0.681288207790031
"id64","id99",0.423,"preference",0.681288207790031
"id65","id66",0.2835,"preference",0.697736047721449
"id65","id66",0.2835,"preference",0.697736047721449
"id69","id81",0.2385,"preference",0.318365255806403
"id69","id81",0.2385,"preference",0.318365255806403
"id70","id77",0.325,"preference",0.547762798653641
"id70","id77",0.325,"preference",0.547762798653641
"id70","id83",0.1065,"preference",0.253049918020816
"id70","id83",0.1065,"preference",0.253049918020816
"id72","id88",0.1795,"preference",0.264167694214862
"id72","id88",0.1795,"preference",0.264167694214862
"id74","id81",0.413,"preference",0.679313546044564
"id74","id81",0.413,"preference",0.679313546044564
"id75","id91",0.5375,"preference",0.633542216846294
"id75","id91",0.5375,"preference",0.633542216846294
"id83","id96",0.2225,"preference",0.557129597033377
"id83","id96",0.2225,"preference",0.557129597033377
"id83","id99",0.215,"preference",0.32976999247928
"id83","id99",0.215,"preference",0.32976999247928
"id93","id94",0.5195,"preference",0.682625348062524
"id93","id94",0.5195,"preference",0.682625348062524
"id96","id99",0.3505,"preference",0.569321611873866
"id96","id99",0.3505,"preference",0.569321611873866
"id9","id45",0.434,"preference",0.660606249134803
"id9","id45",0.434,"preference",0.660606249134803
"id14","id11",0.4675,"preference",0.600226242334283
"id14","id11",0.4675,"preference",0.600226242334283
"id17","id43",0.13,"preference",0.300120531263069
"id17","id43",0.13,"preference",0.300120531263069
"id17","id53",0.2685,"preference",0.543356364457033
"id17","id53",0.2685,"preference",0.543356364457033
"id34","id36",0.1955,"preference",0.478235851891716
"id34","id36",0.1955,"preference",0.478235851891716
"id36","id90",0.2175,"preference",0.303592741565161
"id36","id90",0.2175,"preference",0.303592741565161
"id59","id45",0.27,"preference",0.37516223666994
"id59","id45",0.27,"preference",0.37516223666994
"id95","id45",0.376,"preference",0.492124119628716
"id95","id45",0.376,"preference",0.492124119628716
"id53","id54",0.2,"preference",0.596630724387167
"id53","id54",0.2,"preference",0.596630724387167
"id54","id89",0.224,"preference",0.611602996220792
"id54","id89",0.224,"preference",0.611602996220792
"id63","id79",0.062,"preference",0.149481823097212
"id63","id79",0.062,"preference",0.149481823097212
"id68","id78",0.0665,"preference",0.173381568436797
"id68","id78",0.0665,"preference",0.173381568436797
"id71","id90",0.357,"preference",0.623576286868757
"id71","id90",0.357,"preference",0.623576286868757
"id15","id99",0.273,"preference",0.459404106776021
"id15","id99",0.273,"preference",0.459404106776021
"id24","id49",0.23,"preference",0.536900483335934
"id24","id49",0.23,"preference",0.536900483335934
"id24","id74",0.062,"preference",0.140398331866334
"id24","id74",0.062,"preference",0.140398331866334
"id26","id95",0.0835,"preference",0.378660240833273
"id26","id95",0.0835,"preference",0.378660240833273
"id34","id71",0.195,"preference",0.430222159774378
"id34","id71",0.195,"preference",0.430222159774378
"id77","id83",0.1905,"preference",0.508386669394654
"id77","id83",0.1905,"preference",0.508386669394654
"id2","id51",0.3275,"preference",0.558763296655781
"id2","id51",0.3275,"preference",0.558763296655781
"id19","id51",0.122,"preference",0.492797515522051
"id19","id51",0.122,"preference",0.492797515522051
"id21","id86",0.398,"preference",0.54349021881237
"id21","id86",0.398,"preference",0.54349021881237
"id37","id42",0.41,"preference",0.704127748742689
"id37","id42",0.41,"preference",0.704127748742689
"id42","id85",0.3635,"preference",0.524250417034277
"id42","id85",0.3635,"preference",0.524250417034277
"id86","id45",0.3915,"preference",0.527873602551374
"id86","id45",0.3915,"preference",0.527873602551374
"id46","id79",0.2145,"preference",0.280676326065463
"id46","id79",0.2145,"preference",0.280676326065463
"id63","id57",0.3415,"preference",0.475898940498429
"id63","id57",0.3415,"preference",0.475898940498429
"id63","id67",0.349,"preference",0.795839086463053
"id63","id67",0.349,"preference",0.795839086463053
"id63","id100",0.341,"preference",0.494958718495097
"id63","id100",0.341,"preference",0.494958718495097
"id1","id35",0.2025,"preference",0.399979281712308
"id1","id35",0.2025,"preference",0.399979281712308
"id1","id56",0.2435,"preference",0.370610292564756
"id1","id56",0.2435,"preference",0.370610292564756
"id1","id82",0.2355,"preference",0.375823100515871
"id1","id82",0.2355,"preference",0.375823100515871
"id3","id64",0.372,"preference",0.747747667923452
"id3","id64",0.372,"preference",0.747747667923452
"id4","id82",0.196,"preference",0.770694007612769
"id4","id82",0.196,"preference",0.770694007612769
"id10","id66",0.181,"preference",0.42006315902677
"id10","id66",0.181,"preference",0.42006315902677
"id20","id25",0.2975,"preference",0.476881325765547
"id20","id25",0.2975,"preference",0.476881325765547
"id25","id65",0.297,"preference",0.605203226867104
"id25","id65",0.297,"preference",0.605203226867104
"id63","id84",0.3385,"preference",0.499105421433938
"id63","id84",0.3385,"preference",0.499105421433938
"id3","id15",0.351,"preference",0.710005709918178
"id3","id15",0.351,"preference",0.710005709918178
"id10","id25",0.182,"preference",0.344071558360558
"id10","id25",0.182,"preference",0.344071558360558
"id25","id66",0.1915,"preference",0.547076523740595
"id25","id66",0.1915,"preference",0.547076523740595
"id26","id46",0.1985,"preference",0.452111538145311
"id26","id46",0.1985,"preference",0.452111538145311
"id46","id92",0.226,"preference",0.453505917255082
"id46","id92",0.226,"preference",0.453505917255082
"id53","id78",0.069,"preference",0.309271982364155
"id53","id78",0.069,"preference",0.309271982364155
"id66","id87",0.19,"preference",0.747271469283253
"id66","id87",0.19,"preference",0.747271469283253
"id79","id92",0.26,"preference",0.499030392031054
"id79","id92",0.26,"preference",0.499030392031054
"id29","id87",0.255,"preference",0.777245857077614
"id29","id87",0.255,"preference",0.777245857077614
"id62","id69",0.084,"preference",0.438089570979044
"id62","id69",0.084,"preference",0.438089570979044
"id11","id74",0.0505,"preference",0.211279880860602
"id11","id74",0.0505,"preference",0.211279880860602
"id10","id1",0.082,"random",0.620837032118862
"id10","id1",0.082,"random",0.620837032118862
"id100","id1",0.055,"random",0.481233031628621
